SOFTWARE VERSION,Operator,YEAR,MONTH,DAY,TimeOfTest,PLOT,HEIGHT,Cycle,Interaction,PlotID,Stalk,TestNumber,Filename,Folder,EI_POT,FlexRsq
2.3.0,MH,2025,8,18,21:36:16,1,73,half cycle,no interaction,P-9-C,1,291,2022_06_24_21_36_15_P1_T291.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,13.801013256781,0.9172414
2.3.0,MH,2025,8,18,21:36:31,1,73,half cycle,no interaction,P-9-C,1,292,2022_06_24_21_36_30_P1_T292.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,15.1198947906318,0.9060044
2.3.0,MH,2025,8,18,21:36:35,1,73,half cycle,no interaction,P-9-C,1,293,2022_06_24_21_36_35_P1_T293.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,12.7012632900533,0.9348929
2.3.0,MH,2025,8,18,21:37:05,1,73,half cycle,no interaction,P-9-C,2,294,2022_06_24_21_37_05_P1_T294.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,30.1110176112469,0.9793726
2.3.0,MH,2025,8,18,21:37:21,1,73,half cycle,no interaction,P-9-C,2,295,2022_06_24_21_37_20_P1_T295.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,33.4902404821075,0.9760978
2.3.0,MH,2025,8,18,21:37:27,1,73,half cycle,no interaction,P-9-C,2,296,2022_06_24_21_37_27_P1_T296.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,39.6351960313532,0.9829548
2.3.0,MH,2025,8,18,21:37:33,1,73,half cycle,no interaction,P-9-C,2,297,2022_06_24_21_37_32_P1_T297.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,41.3708068811493,0.9611493
2.3.0,MH,2025,8,18,21:37:56,1,73,half cycle,no interaction,P-9-C,2,298,2022_06_24_21_37_56_P1_T298.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,34.574758949466,0.9727178
2.3.0,MH,2025,8,18,21:38:54,1,73,half cycle,no interaction,P-9-C,3,299,2022_06_24_21_38_53_P1_T299.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,30.6659064305531,0.9368881
2.3.0,MH,2025,8,18,21:39:00,1,73,half cycle,no interaction,P-9-C,3,300,2022_06_24_21_39_00_P1_T300.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,43.066743877211,0.9469191
2.3.0,MH,2025,8,18,21:39:05,1,73,half cycle,no interaction,P-9-C,3,301,2022_06_24_21_39_05_P1_T301.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,41.5960461459494,0.8908289
2.3.0,MH,2025,8,18,21:39:11,1,73,half cycle,no interaction,P-9-C,3,302,2022_06_24_21_39_10_P1_T302.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,40.6532693720059,0.8946328
2.3.0,MH,2025,8,18,21:39:16,1,73,half cycle,no interaction,P-9-C,3,303,2022_06_24_21_39_15_P1_T303.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,39.5135597896678,0.9173647
2.3.0,MH,2025,8,18,21:40:25,1,73,half cycle,no interaction,P-9-C,4,304,2022_06_24_21_40_25_P1_T304.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,26.0892508439536,0.8994241
2.3.0,MH,2025,8,18,21:40:31,1,73,half cycle,no interaction,P-9-C,4,305,2022_06_24_21_40_31_P1_T305.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,29.8507700932304,0.9143705
2.3.0,MH,2025,8,18,21:40:37,1,73,half cycle,no interaction,P-9-C,4,306,2022_06_24_21_40_37_P1_T306.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,22.6953441342113,0.8267406
2.3.0,MH,2025,8,18,21:40:42,1,73,half cycle,no interaction,P-9-C,4,307,2022_06_24_21_40_42_P1_T307.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,16.442570173716,0.7253432
2.3.0,MH,2025,8,18,21:40:47,1,73,half cycle,no interaction,P-9-C,4,308,2022_06_24_21_40_46_P1_T308.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,29.7859254943206,0.8623099
2.3.0,MH,2025,8,18,21:40:52,1,73,half cycle,no interaction,P-9-C,4,309,2022_06_24_21_40_51_P1_T309.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,25.6843066891595,0.8961865
2.3.0,MH,2025,8,18,21:41:19,1,73,half cycle,no interaction,P-9-C,5,310,2022_06_24_21_41_19_P1_T310.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,4.98917984498406,0.04746867
2.3.0,MH,2025,8,18,21:41:29,1,73,half cycle,no interaction,P-9-C,5,311,2022_06_24_21_41_29_P1_T311.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,4.07874059621737,0.8322263
2.3.0,MH,2025,8,18,21:41:40,1,73,half cycle,no interaction,P-9-C,5,312,2022_06_24_21_41_40_P1_T312.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,6.29880888811331,0.7050291
2.3.0,MH,2025,8,18,21:41:45,1,73,half cycle,no interaction,P-9-C,5,313,2022_06_24_21_41_44_P1_T313.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,4.06051293701498,0.5873346
2.3.0,MH,2025,8,18,21:41:51,1,73,half cycle,no interaction,P-9-C,5,314,2022_06_24_21_41_50_P1_T314.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,5.8049148779101,0.7643775
2.3.0,MH,2025,8,18,21:42:39,1,73,half cycle,no interaction,P-9-C,6,315,2022_06_24_21_42_39_P1_T315.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,28.3445285511006,0.9879314
2.3.0,MH,2025,8,18,21:42:50,1,73,half cycle,no interaction,P-9-C,6,316,2022_06_24_21_42_50_P1_T316.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,35.2289668081398,0.9673274
2.3.0,MH,2025,8,18,21:42:55,1,73,half cycle,no interaction,P-9-C,6,317,2022_06_24_21_42_55_P1_T317.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,40.9591653235637,0.9217831
2.3.0,MH,2025,8,18,21:43:03,1,73,half cycle,no interaction,P-9-C,6,318,2022_06_24_21_43_03_P1_T318.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,43.8247349657758,0.8958791
2.3.0,MH,2025,8,18,21:43:09,1,73,half cycle,no interaction,P-9-C,6,319,2022_06_24_21_43_09_P1_T319.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,42.8566519610448,0.9758818
2.3.0,MH,2025,8,18,21:43:31,1,73,half cycle,no interaction,P-9-C,7,320,2022_06_24_21_43_31_P1_T320.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,27.618370165569,0.9875876
2.3.0,MH,2025,8,18,21:43:38,1,73,half cycle,no interaction,P-9-C,7,321,2022_06_24_21_43_38_P1_T321.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,31.9597823668366,0.916931
2.3.0,MH,2025,8,18,21:43:44,1,73,half cycle,no interaction,P-9-C,7,322,2022_06_24_21_43_43_P1_T322.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,33.8533575170783,0.9623619
2.3.0,MH,2025,8,18,21:43:55,1,73,half cycle,no interaction,P-9-C,7,323,2022_06_24_21_43_54_P1_T323.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,34.9774563325489,0.9788066
2.3.0,MH,2025,8,18,21:44:04,1,73,half cycle,no interaction,P-9-C,7,324,2022_06_24_21_44_03_P1_T324.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,37.7742755345848,0.9293718
2.3.0,MH,2025,8,18,21:44:29,1,73,half cycle,no interaction,P-9-C,8,325,2022_06_24_21_44_29_P1_T325.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,20.4390960744672,0.9700029
2.3.0,MH,2025,8,18,21:44:37,1,73,half cycle,no interaction,P-9-C,8,326,2022_06_24_21_44_37_P1_T326.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,30.976719907744,0.9745039
2.3.0,MH,2025,8,18,21:44:47,1,73,half cycle,no interaction,P-9-C,8,327,2022_06_24_21_44_47_P1_T327.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,30.6942306915946,0.8926434
2.3.0,MH,2025,8,18,21:44:53,1,73,half cycle,no interaction,P-9-C,8,328,2022_06_24_21_44_53_P1_T328.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,30.4918162621945,0.9274611
2.3.0,MH,2025,8,18,21:45:02,1,73,half cycle,no interaction,P-9-C,8,329,2022_06_24_21_45_02_P1_T329.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,32.5456798190628,0.9414995
2.3.0,MH,2025,8,18,21:45:28,1,73,half cycle,no interaction,P-9-C,9,330,2022_06_24_21_45_27_P1_T330.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,2.13733088909696,0.8800795
2.3.0,MH,2025,8,18,21:45:44,1,73,half cycle,no interaction,P-9-C,9,331,2022_06_24_21_45_44_P1_T331.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,9.80722016676511,0.9462894
2.3.0,MH,2025,8,18,21:45:50,1,73,half cycle,no interaction,P-9-C,9,332,2022_06_24_21_45_50_P1_T332.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,10.2098511701102,0.8821974
2.3.0,MH,2025,8,18,21:45:56,1,73,half cycle,no interaction,P-9-C,9,333,2022_06_24_21_45_56_P1_T333.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,10.3788868230128,0.9070084
2.3.0,MH,2025,8,18,21:46:02,1,73,half cycle,no interaction,P-9-C,9,334,2022_06_24_21_46_02_P1_T334.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,9.4636274348724,0.9388454
2.3.0,MH,2025,8,18,21:46:43,1,73,half cycle,no interaction,P-9-C,10,335,2022_06_24_21_46_42_P1_T335.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,32.2080655071902,0.9261726
2.3.0,MH,2025,8,18,21:46:51,1,73,half cycle,no interaction,P-9-C,10,336,2022_06_24_21_46_51_P1_T336.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,50.3133543180297,0.9704979
2.3.0,MH,2025,8,18,21:47:05,1,73,half cycle,no interaction,P-9-C,10,337,2022_06_24_21_47_05_P1_T337.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,49.3229496602377,0.9159128
2.3.0,MH,2025,8,18,21:47:12,1,73,half cycle,no interaction,P-9-C,10,338,2022_06_24_21_47_12_P1_T338.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,45.8558916846859,0.9466162
2.3.0,MH,2025,8,18,21:47:24,1,73,half cycle,no interaction,P-9-C,10,339,2022_06_24_21_47_24_P1_T339.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 1,46.5754661152504,0.9570946
2.3.0,DC,2025,8,18,06:10:19,1,83.5,half cycle,interaction,P-9-C,1,108,2022_06_24_06_10_19_P1_T108.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 3,30.4791950636234,0.9531854
2.3.0,DC,2025,8,18,06:10:27,1,83.5,half cycle,interaction,P-9-C,1,109,2022_06_24_06_10_27_P1_T109.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 3,35.0899268107981,0.9746026
2.3.0,DC,2025,8,18,06:10:35,1,83.5,half cycle,interaction,P-9-C,1,110,2022_06_24_06_10_34_P1_T110.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 3,23.6142167823686,0.9764841
2.3.0,DC,2025,8,18,06:10:41,1,83.5,half cycle,interaction,P-9-C,1,111,2022_06_24_06_10_40_P1_T111.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 3,55.0579821621515,0.8671514
2.3.0,DC,2025,8,18,06:10:49,1,83.5,half cycle,interaction,P-9-C,1,112,2022_06_24_06_10_49_P1_T112.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 3,47.4468642931627,0.9928974
2.3.0,DC,2025,8,18,06:10:55,1,83.5,half cycle,interaction,P-9-C,1,113,2022_06_24_06_10_55_P1_T113.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 3,40.4295794087533,0.9489554
2.3.0,DC,2025,8,18,06:11:20,1,83.5,half cycle,interaction,P-9-C,2,114,2022_06_24_06_11_20_P1_T114.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 3,34.7135808825505,0.9806954
2.3.0,DC,2025,8,18,06:11:55,1,83.5,half cycle,interaction,P-9-C,2,115,2022_06_24_06_11_55_P1_T115.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 3,32.7866080205187,0.9649827
2.3.0,DC,2025,8,18,06:12:02,1,83.5,half cycle,interaction,P-9-C,2,116,2022_06_24_06_12_02_P1_T116.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 3,34.0676962532054,0.8801565
2.3.0,DC,2025,8,18,06:12:14,1,83.5,half cycle,interaction,P-9-C,2,117,2022_06_24_06_12_14_P1_T117.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 3,30.8090213665777,0.8962035
2.3.0,DC,2025,8,18,06:12:22,1,83.5,half cycle,interaction,P-9-C,2,118,2022_06_24_06_12_22_P1_T118.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 3,42.7829379303045,0.8865678
2.3.0,DC,2025,8,18,06:12:36,1,83.5,half cycle,interaction,P-9-C,2,119,2022_06_24_06_12_36_P1_T119.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 3,35.6214053657203,0.9499469
2.3.0,Slade,2025,8,18,19:37:10,4,88.88,half cycle,no interaction,V-9-A,1,184,2022_06_24_19_37_10_P4_T184.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 2,13.7402902553804,0.9795214
2.3.0,Slade,2025,8,18,19:37:27,4,88.88,half cycle,no interaction,V-9-A,1,185,2022_06_24_19_37_27_P4_T185.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 2,12.5781260419126,0.9538891
2.3.0,Slade,2025,8,18,19:37:57,4,88.88,half cycle,no interaction,V-9-A,1,186,2022_06_24_19_37_56_P4_T186.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 2,10.1805902482801,0.9135323
2.3.0,Slade,2025,8,18,19:38:12,4,88.88,half cycle,no interaction,V-9-A,1,187,2022_06_24_19_38_12_P4_T187.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 2,12.7826525136474,0.9726698
2.3.0,Slade,2025,8,18,19:38:27,4,88.88,half cycle,no interaction,V-9-A,1,188,2022_06_24_19_38_27_P4_T188.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 2,12.3720980757451,0.9577872
2.3.0,Slade,2025,8,18,19:40:59,4,88.88,half cycle,no interaction,V-9-A,2,189,2022_06_24_19_40_59_P4_T189.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 2,12.6280203899845,0.9629665
2.3.0,Slade,2025,8,18,19:41:17,4,88.88,half cycle,no interaction,V-9-A,2,190,2022_06_24_19_41_17_P4_T190.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 2,10.6168168421183,0.936359
2.3.0,Slade,2025,8,18,19:41:38,4,88.88,half cycle,no interaction,V-9-A,2,191,2022_06_24_19_41_38_P4_T191.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 2,11.6993866361023,0.9200638
2.3.0,Slade,2025,8,18,19:42:19,4,88.88,half cycle,no interaction,V-9-A,2,192,2022_06_24_19_42_19_P4_T192.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 2,10.0875928859352,0.9073407
2.3.0,Slade,2025,8,18,19:42:29,4,88.88,half cycle,no interaction,V-9-A,2,193,2022_06_24_19_42_29_P4_T193.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 2,12.6649379193921,0.8979976
2.3.0,Slade,2025,8,18,19:42:46,4,88.88,half cycle,no interaction,V-9-A,2,194,2022_06_24_19_42_46_P4_T194.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 2,8.98502368641146,0.9255244
2.3.0,Slade,2025,8,18,19:43:03,4,88.88,half cycle,no interaction,V-9-A,2,195,2022_06_24_19_43_03_P4_T195.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 2,12.0530309763386,0.9531927
2.3.0,Slade,2025,8,18,19:44:07,4,88.88,half cycle,no interaction,V-9-A,3,196,2022_06_24_19_44_07_P4_T196.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 2,13.4899842049255,0.978358
2.3.0,Slade,2025,8,18,19:44:24,4,88.88,half cycle,no interaction,V-9-A,3,197,2022_06_24_19_44_24_P4_T197.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 2,13.0610545824288,0.9905771
2.3.0,Slade,2025,8,18,19:44:42,4,88.88,half cycle,no interaction,V-9-A,3,198,2022_06_24_19_44_42_P4_T198.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 2,11.3748986720609,0.9303994
2.3.0,Slade,2025,8,18,19:44:57,4,88.88,half cycle,no interaction,V-9-A,3,199,2022_06_24_19_44_57_P4_T199.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 2,12.2119683716177,0.939153
2.3.0,Slade,2025,8,18,19:45:19,4,88.88,half cycle,no interaction,V-9-A,3,200,2022_06_24_19_45_19_P4_T200.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 2,13.3053175321958,0.9742087
2.3.0,Slade,2025,8,18,19:46:27,4,88.88,half cycle,no interaction,V-9-A,4,201,2022_06_24_19_46_27_P4_T201.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 2,21.1406577229085,0.9349761
2.3.0,Slade,2025,8,18,19:46:40,4,88.88,half cycle,no interaction,V-9-A,4,202,2022_06_24_19_46_40_P4_T202.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 2,19.7032786131252,0.9633843
2.3.0,Slade,2025,8,18,19:47:12,4,88.88,half cycle,no interaction,V-9-A,4,203,2022_06_24_19_47_12_P4_T203.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 2,19.9365432932089,0.9333102
2.3.0,Slade,2025,8,18,19:47:24,4,88.88,half cycle,no interaction,V-9-A,4,204,2022_06_24_19_47_24_P4_T204.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 2,18.6949963149515,0.926738
2.3.0,Slade,2025,8,18,19:47:48,4,88.88,half cycle,no interaction,V-9-A,4,205,2022_06_24_19_47_48_P4_T205.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 2,20.491138454131,0.9695669
2.3.0,Slade,2025,8,18,19:48:04,4,88.88,half cycle,no interaction,V-9-A,4,206,2022_06_24_19_48_03_P4_T206.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 2,20.5581373191833,0.9902564
2.3.0,Slade,2025,8,18,19:49:03,4,88.88,half cycle,no interaction,V-9-A,5,207,2022_06_24_19_49_03_P4_T207.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 2,18.2016198432517,0.9646886
2.3.0,Slade,2025,8,18,19:49:13,4,88.88,half cycle,no interaction,V-9-A,5,208,2022_06_24_19_49_13_P4_T208.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 2,16.5927795746465,0.9513319
2.3.0,Slade,2025,8,18,19:49:24,4,88.88,half cycle,no interaction,V-9-A,5,209,2022_06_24_19_49_24_P4_T209.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 2,19.4290680889412,0.916366
2.3.0,Slade,2025,8,18,19:49:56,4,88.88,half cycle,no interaction,V-9-A,5,210,2022_06_24_19_49_56_P4_T210.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 2,20.3806870520475,0.9466022
2.3.0,Slade,2025,8,18,19:50:16,4,88.88,half cycle,no interaction,V-9-A,5,211,2022_06_24_19_50_15_P4_T211.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 2,18.8424562564937,0.9782746
2.3.0,Slade,2025,8,18,19:50:34,4,88.88,half cycle,no interaction,V-9-A,5,212,2022_06_24_19_50_34_P4_T212.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 2,21.0158297562845,0.9751605
2.3.0,Slade,2025,8,18,19:51:19,4,88.88,half cycle,no interaction,V-9-A,6,213,2022_06_24_19_51_19_P4_T213.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 2,26.3234088849955,0.9533423
2.3.0,Slade,2025,8,18,19:51:47,4,88.88,half cycle,no interaction,V-9-A,6,214,2022_06_24_19_51_47_P4_T214.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 2,23.3649235864899,0.9588894
2.3.0,Slade,2025,8,18,19:52:06,4,88.88,half cycle,no interaction,V-9-A,6,215,2022_06_24_19_52_06_P4_T215.csv,/home/drdoug/DATA/All Research Projects/Devices/Flipper - Rodney/2025 Field Data/2025.08.18 Testing/2025-08-22 - Device 2,23.7435270897163,0.9718839
