Date,File,user_note,rodney configuration,sensor calibration (k d c),stalk array (lo med hi),sensor height (cm),sensor yaw (degrees),sensor pitch (degrees),sensor roll (degrees),rate of travel (ft/min),angle of travel (degrees),sensor offset (cm to gauge 2),positionDDT_tol,forceDDT_tol,Stalk1,Stalk2,Stalk3,Stalk4,Stalk5,Stalk6,Stalk7,Stalk8,Stalk9
07_11,Raw Data\07_11\07_11_test_16.csv,,Integrated Beam Prototype 3,-0.046833 -0.046833 -0.046016 -0.046016 : 0.009751 0.009751 0.048646 0.048646 : 0.451608 0.451608 0.359203 0.359203,med,89.0,15.0,0.0,0.0,25.0,0.0,9.0,2.620293872014538,81.04052945539165,23.495546236881736,25.48696980828777,25.11853780648092,26.308464779527107,26.63541514716223,26.257424377760568,25.238977420416383,26.156099831888977,25.35681415007445
07_11,Raw Data\07_11\07_11_test_17.csv,,Integrated Beam Prototype 3,-0.046833 -0.046833 -0.046016 -0.046016 : 0.009751 0.009751 0.048646 0.048646 : 0.451608 0.451608 0.359203 0.359203,med,89.0,15.0,0.0,0.0,25.0,0.0,9.0,2.620293872014538,81.04052945539165,26.236828230959823,21.152793989987,25.00410075806069,29.23127820808799,30.683065113389432,25.56961979277969,28.04200545720841,30.4806312310608,28.19938034942085
07_11,Raw Data\07_11\07_11_test_18.csv,,Integrated Beam Prototype 3,-0.046833 -0.046833 -0.046016 -0.046016 : 0.009751 0.009751 0.048646 0.048646 : 0.451608 0.451608 0.359203 0.359203,med,89.0,15.0,0.0,0.0,25.0,0.0,9.0,2.620293872014538,81.04052945539165,26.02086648924557,24.311687730685065,24.663542000146528,26.839783852487137,26.08866720541715,28.75916334812745,24.0798173491121,24.828890342514704,25.16497723590156
07_11,Raw Data\07_11\07_11_test_19.csv,,Integrated Beam Prototype 3,-0.046833 -0.046833 -0.046016 -0.046016 : 0.009751 0.009751 0.048646 0.048646 : 0.451608 0.451608 0.359203 0.359203,med,89.0,15.0,0.0,0.0,25.0,0.0,9.0,2.620293872014538,81.04052945539165,23.294251596017112,25.403043854633555,22.206286298172817,30.40476707329766,25.9483690250534,27.61354467967703,27.600667927652303,27.086816600556784,20.719716374994924
07_11,Raw Data\07_11\07_11_test_20.csv,,Integrated Beam Prototype 3,-0.046833 -0.046833 -0.046016 -0.046016 : 0.009751 0.009751 0.048646 0.048646 : 0.451608 0.451608 0.359203 0.359203,med,89.0,15.0,0.0,0.0,25.0,0.0,9.0,2.620293872014538,81.04052945539165,24.03032303904104,23.573420427691023,21.14577344913529,27.102961228605952,25.015018207653185,31.434133696680043,26.183563790937995,26.92152425927939,22.641266695135467
07_11,Raw Data\07_11\07_11_test_21.csv,,Integrated Beam Prototype 3,-0.046833 -0.046833 -0.046016 -0.046016 : 0.009751 0.009751 0.048646 0.048646 : 0.451608 0.451608 0.359203 0.359203,med,89.0,15.0,0.0,0.0,25.0,0.0,9.0,2.620293872014538,81.04052945539165,23.829487006685152,24.314829178190465,21.43733226906782,26.89336731032651,27.34909761370859,26.36102440262051,25.66513447670504,29.528784230537248,26.71525620736212
07_11,Raw Data\07_11\07_11_test_22.csv,,Integrated Beam Prototype 3,-0.046833 -0.046833 -0.046016 -0.046016 : 0.009751 0.009751 0.048646 0.048646 : 0.451608 0.451608 0.359203 0.359203,med,89.0,15.0,0.0,0.0,25.0,0.0,9.0,2.620293872014538,81.04052945539165,24.042093080771966,26.638840339659463,27.30509288515904,29.96811046494245,27.38776877738456,29.29189476875725,27.044561965650065,26.09428089891629,26.32703826826182
07_11,Raw Data\07_11\07_11_test_23.csv,,Integrated Beam Prototype 3,-0.046833 -0.046833 -0.046016 -0.046016 : 0.009751 0.009751 0.048646 0.048646 : 0.451608 0.451608 0.359203 0.359203,med,89.0,15.0,0.0,0.0,25.0,0.0,9.0,2.620293872014538,81.04052945539165,24.566148775906736,23.40497756656093,24.839282670750663,28.490688074053388,24.681683062033937,25.87627683667789,24.478964384446616,31.22119033054382,24.022658567812595
07_11,Raw Data\07_11\07_11_test_24.csv,,Integrated Beam Prototype 3,-0.046833 -0.046833 -0.046016 -0.046016 : 0.009751 0.009751 0.048646 0.048646 : 0.451608 0.451608 0.359203 0.359203,med,89.0,15.0,0.0,0.0,25.0,0.0,9.0,2.620293872014538,81.04052945539165,28.32544717548814,22.20043812173757,22.79022084935896,28.506892703396986,26.778962796180565,29.15580992481357,28.947223120190703,28.24517402228893,22.873968928950315
07_11,Raw Data\07_11\07_11_test_25.csv,,Integrated Beam Prototype 3,-0.046833 -0.046833 -0.046016 -0.046016 : 0.009751 0.009751 0.048646 0.048646 : 0.451608 0.451608 0.359203 0.359203,med,89.0,15.0,0.0,0.0,25.0,0.0,9.0,2.620293872014538,81.04052945539165,21.906209085233566,18.31001398539657,23.98762609876725,30.14254759879987,27.477766982989085,27.38307152603284,27.64532810077029,31.11162725226883,21.6813796107856
07_11,Raw Data\07_11\07_11_test_26.csv,,Integrated Beam Prototype 3,-0.046833 -0.046833 -0.046016 -0.046016 : 0.009751 0.009751 0.048646 0.048646 : 0.451608 0.451608 0.359203 0.359203,med,89.0,15.0,0.0,0.0,25.0,0.0,9.0,2.620293872014538,81.04052945539165,22.956979027794805,24.19313827068625,25.898198819638008,28.13560981378393,27.52813746591103,26.27623490821432,25.33117216212927,27.426743469559263,23.56853575830347
07_11,Raw Data\07_11\07_11_test_27.csv,,Integrated Beam Prototype 3,-0.046833 -0.046833 -0.046016 -0.046016 : 0.009751 0.009751 0.048646 0.048646 : 0.451608 0.451608 0.359203 0.359203,med,89.0,15.0,0.0,0.0,25.0,0.0,9.0,2.620293872014538,81.04052945539165,28.04170986843024,24.967911326744744,22.293969716209592,27.779403253052905,29.787376505075525,29.411459537333883,25.49066455905893,28.348085917370227,22.775690375378044
07_11,Raw Data\07_11\07_11_test_28.csv,,Integrated Beam Prototype 3,-0.046833 -0.046833 -0.046016 -0.046016 : 0.009751 0.009751 0.048646 0.048646 : 0.451608 0.451608 0.359203 0.359203,med,89.0,15.0,0.0,0.0,25.0,0.0,9.0,2.620293872014538,81.04052945539165,26.05523977357622,27.288573249254352,23.02828672891062,28.33544349461718,23.331839644109685,30.13075246869727,29.50879895436031,26.20653492769693,21.6152655963345
07_11,Raw Data\07_11\07_11_test_29.csv,,Integrated Beam Prototype 3,-0.046833 -0.046833 -0.046016 -0.046016 : 0.009751 0.009751 0.048646 0.048646 : 0.451608 0.451608 0.359203 0.359203,med,89.0,15.0,0.0,0.0,25.0,0.0,9.0,2.620293872014538,81.04052945539165,25.781024286159106,22.72921865941996,22.08425943703519,25.508467288241366,27.38250943869384,28.01578041118176,26.89255036048188,30.61572948372942,25.45529835110145
07_11,Raw Data\07_11\07_11_test_30.csv,,Integrated Beam Prototype 3,-0.046833 -0.046833 -0.046016 -0.046016 : 0.009751 0.009751 0.048646 0.048646 : 0.451608 0.451608 0.359203 0.359203,med,89.0,15.0,0.0,0.0,25.0,0.0,9.0,2.620293872014538,81.04052945539165,23.16229775535056,22.429898042507915,24.31639969055865,26.681235308715543,26.44363648588743,28.07784118130119,28.242366736531384,31.1126971813398,22.731997165244376
07_11,Raw Data\07_11\07_11_test_31.csv,,Integrated Beam Prototype 3,-0.046833 -0.046833 -0.046016 -0.046016 : 0.009751 0.009751 0.048646 0.048646 : 0.451608 0.451608 0.359203 0.359203,lo,89.0,15.0,0.0,0.0,25.0,0.0,9.0,2.254054038176331,51.28861161062099,15.097319657780314,14.663446040589408,18.718369593090763,10.922003510823291,11.76122700511424,4.749657842139104,15.109242514304992,7.9748783294099646,10.659705819631936
07_11,Raw Data\07_11\07_11_test_32.csv,,Integrated Beam Prototype 3,-0.046833 -0.046833 -0.046016 -0.046016 : 0.009751 0.009751 0.048646 0.048646 : 0.451608 0.451608 0.359203 0.359203,lo,89.0,15.0,0.0,0.0,25.0,0.0,9.0,2.254054038176331,51.28861161062099,17.560227183964372,17.886312173895536,17.43188398383347,9.584654775348309,6.114419069334187,9.780911621701742,17.144402363542856,9.120400629841296,9.954166838441752
07_11,Raw Data\07_11\07_11_test_33.csv,,Integrated Beam Prototype 3,-0.046833 -0.046833 -0.046016 -0.046016 : 0.009751 0.009751 0.048646 0.048646 : 0.451608 0.451608 0.359203 0.359203,lo,89.0,15.0,0.0,0.0,25.0,0.0,9.0,2.254054038176331,51.28861161062099,16.475222169916588,18.04656743211834,16.99385754459387,9.62329418157132,8.91200242152675,15.333078633777736,16.826347701167244,8.63414506578491,12.17271917797774
07_11,Raw Data\07_11\07_11_test_34.csv,,Integrated Beam Prototype 3,-0.046833 -0.046833 -0.046016 -0.046016 : 0.009751 0.009751 0.048646 0.048646 : 0.451608 0.451608 0.359203 0.359203,lo,89.0,15.0,0.0,0.0,25.0,0.0,9.0,2.254054038176331,51.28861161062099,13.42675494259814,15.633861255755,18.50876115552964,8.303453537879193,10.761898575158217,7.87971630108042,14.541988668064336,13.675975792055205,10.127886134294757
07_11,Raw Data\07_11\07_11_test_35.csv,,Integrated Beam Prototype 3,-0.046833 -0.046833 -0.046016 -0.046016 : 0.009751 0.009751 0.048646 0.048646 : 0.451608 0.451608 0.359203 0.359203,lo,89.0,15.0,0.0,0.0,25.0,0.0,9.0,2.254054038176331,51.28861161062099,13.640051568326136,16.05521119739505,17.39376278721289,9.029069432588264,7.903499206486344,9.52326374986086,21.29625949703141,11.338869497931697,8.700783638047726
07_11,Raw Data\07_11\07_11_test_36.csv,,Integrated Beam Prototype 3,-0.046833 -0.046833 -0.046016 -0.046016 : 0.009751 0.009751 0.048646 0.048646 : 0.451608 0.451608 0.359203 0.359203,lo,89.0,15.0,0.0,0.0,25.0,0.0,9.0,2.254054038176331,51.28861161062099,17.05242825843243,13.915361237312602,12.052840107732507,7.509334771386376,5.842906333772499,4.791443218951255,16.180588406605086,11.513308026019082,7.159142864857334
07_11,Raw Data\07_11\07_11_test_37.csv,,Integrated Beam Prototype 3,-0.046833 -0.046833 -0.046016 -0.046016 : 0.009751 0.009751 0.048646 0.048646 : 0.451608 0.451608 0.359203 0.359203,lo,89.0,15.0,0.0,0.0,25.0,0.0,9.0,2.254054038176331,51.28861161062099,16.460808788856834,18.08902344056194,16.55869315246614,9.414302420554453,6.709104453701908,10.4132620367685,15.755272553491285,8.203848708550852,10.778571055343953
07_11,Raw Data\07_11\07_11_test_38.csv,,Integrated Beam Prototype 3,-0.046833 -0.046833 -0.046016 -0.046016 : 0.009751 0.009751 0.048646 0.048646 : 0.451608 0.451608 0.359203 0.359203,lo,89.0,15.0,0.0,0.0,25.0,0.0,9.0,2.254054038176331,51.28861161062099,16.474131041734434,15.51647275798546,15.211462953471491,10.447141840368545,8.14604313200493,8.053188162978733,12.336919116304037,6.653300555690037,13.928321758607138
07_11,Raw Data\07_11\07_11_test_39.csv,,Integrated Beam Prototype 3,-0.046833 -0.046833 -0.046016 -0.046016 : 0.009751 0.009751 0.048646 0.048646 : 0.451608 0.451608 0.359203 0.359203,lo,89.0,15.0,0.0,0.0,25.0,0.0,9.0,2.254054038176331,51.28861161062099,16.92000285228464,14.871014912684478,16.285775451571723,8.591057758321279,4.520221238151407,11.797457135387951,26.39661891003303,6.091791906092686,10.875878398768844
07_11,Raw Data\07_11\07_11_test_40.csv,,Integrated Beam Prototype 3,-0.046833 -0.046833 -0.046016 -0.046016 : 0.009751 0.009751 0.048646 0.048646 : 0.451608 0.451608 0.359203 0.359203,lo,89.0,15.0,0.0,0.0,25.0,0.0,9.0,2.254054038176331,51.28861161062099,13.440673807051343,15.87483349407776,19.46372492483581,8.217239659447815,8.049232954184806,14.113185176641483,20.53170013668048,11.250588566064604,8.59447044115683
07_11,Raw Data\07_11\07_11_test_41.csv,,Integrated Beam Prototype 3,-0.046833 -0.046833 -0.046016 -0.046016 : 0.009751 0.009751 0.048646 0.048646 : 0.451608 0.451608 0.359203 0.359203,lo,89.0,15.0,0.0,0.0,25.0,0.0,9.0,2.254054038176331,51.28861161062099,17.584018673868567,17.720917455096377,20.053135455275623,11.32780786184786,6.375056467640583,5.411030051802046,23.341746273948736,8.059245034167636,8.62442464917873
07_11,Raw Data\07_11\07_11_test_42.csv,,Integrated Beam Prototype 3,-0.046833 -0.046833 -0.046016 -0.046016 : 0.009751 0.009751 0.048646 0.048646 : 0.451608 0.451608 0.359203 0.359203,lo,89.0,15.0,0.0,0.0,25.0,0.0,9.0,2.254054038176331,51.28861161062099,17.025661896553583,17.92813348489891,20.80868865445316,6.982492411839944,6.55685335331823,9.208488200408754,13.64563166849823,4.227548275927384,13.88737652105102
07_11,Raw Data\07_11\07_11_test_43.csv,,Integrated Beam Prototype 3,-0.046833 -0.046833 -0.046016 -0.046016 : 0.009751 0.009751 0.048646 0.048646 : 0.451608 0.451608 0.359203 0.359203,lo,89.0,15.0,0.0,0.0,25.0,0.0,9.0,2.254054038176331,51.28861161062099,15.14751547600962,15.5956662653874,17.014679825712257,9.772972382736157,7.384071025160184,12.788272472065906,17.46310650130495,10.751320637395468,9.502181934578994
07_11,Raw Data\07_11\07_11_test_44.csv,,Integrated Beam Prototype 3,-0.046833 -0.046833 -0.046016 -0.046016 : 0.009751 0.009751 0.048646 0.048646 : 0.451608 0.451608 0.359203 0.359203,lo,89.0,15.0,0.0,0.0,25.0,0.0,9.0,2.254054038176331,51.28861161062099,12.182519662276157,16.955613427716447,16.77240106629897,9.487790086016185,6.33727215540718,10.438709954971296,16.362336093170924,10.151776056634285,12.64200862030228
07_11,Raw Data\07_11\07_11_test_45.csv,,Integrated Beam Prototype 3,-0.046833 -0.046833 -0.046016 -0.046016 : 0.009751 0.009751 0.048646 0.048646 : 0.451608 0.451608 0.359203 0.359203,lo,89.0,15.0,0.0,0.0,25.0,0.0,9.0,2.254054038176331,51.28861161062099,14.037211562755427,14.479289547078263,19.01713333201465,8.552914150688405,8.446369716164183,8.234281408144854,24.758323778927053,11.035186962814718,12.939289310848476
